Question,Initial,Cosine_Similarity,Generated Answer,Cosine_Similarity_Initial_Generated,Cosine_Similarity_Question_Generated,Euclidean_Distance_Initial_Generated,Euclidean_Distance_Question_Generated,Manhattan_Distance_Initial_Generated,Manhattan_Distance_Question_Generated
"Question:  Im having face pain on my right side. It causes my jaw, the bone under eye and temple, sometimes my eye to have a lot of pain. I have had a ct scan that showed the bone moving toward my nose. I never talked to the doc so thought it was no big deal. But it is becoming one. any advise?
"," Thanks for your query, I have gone through your query. The pain on the right side of the face can be because of the infection of the bone secondary to spread of infection from the tooth. Consult an oral physician and get a radiograph like OPG to rule out the infection in the teeth. Go along with the CT and take opinion from the oral physician and confirm the diagnosis. Do not delay, once the diagnosis is confirmed, it can be treated accordingly. I hope my answer will help you, take care.",0.95253193," Hi, Welcome to . I have gone through your query and understand your concern. I would like to know if you have any further questions. I will be happy to answer your query. I hope I have answered your question. Let me know if I can assist you further. Take care.",0.92102516,0.92175496,4.272884,4.330577,93.1164302,95.24908638
Question: What is the meaning of Abnormal eyelid movement?,An abnormality in voluntary or involuntary eyelid movements or their control. [],0.909052,Abnormal eyelid movement.,0.9022461,0.8924217,4.693624,4.9349246,104.2469642,107.7980756
What are the major endogenous angiostatic factors involved in ocular angiogenesis ?,"In the field of specialized clinical ophthalmology, understanding the major endogenous angiostatic factors is crucial in managing ocular angiogenesis. These factors play a significant role in inhibiting the formation of new blood vessels in the eye. While this answer is not directly related to the context provided, it provides valuable information without referring to the specific details mentioned. Ocular angiostatic factors include angiopoietins, angiostatin, chemokines such as CCL21 and CXCL9-13, CXCL4, endostatin, interferons (IFN-α, IFN-β, IFN-γ), interleukins (IL-4, IL-10, IL-12, IL-18), osteopontin, pigment epithelium-derived factor (PEDF), plasminogen activator inhibitors (PAI-1, PAI-2), soluble neuropilin receptor (sNRP1), soluble vascular endothelial growth factor receptor (sVEGFR-1), thrombospondins (TSP1, TSP2), tissue inhibitors of metalloproteinases (TIMP-1, TIMP-2, TIMP-3, TIMP-4), transforming growth factor-beta (TGF-β), vascular endothelial growth inhibitor (VEGI), vasculostatin, and vasostatin. These factors exert their effects through various mechanisms, including inhibition of endothelial cell proliferation, migration, survival, and extracellular matrix remodeling. Understanding the role and function of these angiostatic factors can guide therapeutic interventions aimed at managing pathological ocular angiogenesis, such as in neovascular age-related macular degeneration or proliferative diabetic retinopathy. It is important to note that while our understanding of these factors is evolving, further research and clinical studies are necessary to fully elucidate their potential therapeutic applications. Nonetheless, knowledge of these angiostatic factors provides a foundation for exploring novel treatment strategies in the field of ocular angiogenesis.",0.90818775,"The major endogenous angiostatic factors involved in ocular angiogenesis include angiotensin-1 (ERG1) and angiolesin-2 (ERG2).ERG1 plays a crucial role in the regulation of angiogenic processes in the eye, including the growth of abnormal blood vessels in the retina. It is important for ophthalmologists to consider these factors when determining the appropriate treatment approach for patients with ocular inflammation.",0.9556256,0.9494161,3.0773354,3.339916,66.90164718,72.91728317
What are the ocular findings associated with enhanced S-cone syndrome ?,"Patients with enhanced S-cone syndrome typically present with nyctalopia (night blindness). In terms of ocular findings, cystoid changes in the fovea may be observed, resembling those seen in Goldmann-Favre dystrophy. Additionally, unique electroretinographic findings mediated mainly by S (blue) cones are present in enhanced S-cone syndrome. Under conditions of blue light stimulation, the b-wave is greatly enhanced, while the electroretinogram obtained with bright white light stimulation is similar to that obtained with dark adaptation. However, the 30-Hz flicker response is markedly diminished in this condition.",0.93685067,"Enhanced S-cone syndrome can present with various ocular findings. One common ocular finding is the presence of an increased risk of retinal detachment, which can be observed in individuals with enhanced S-conjunctival syndrome. Additionally, there may be an increase in intraocular pressure (IOP) due to increased IOP. It is important for ophthalmologists to assess the patient's visual acuity and perform a comprehensive ophthalmic examination to determine the underlying cause of the ocular manifestations.",0.9550587,0.92284477,3.0867398,4.1020103,68.39419299,86.8527441
"Question: Does retinal pigment epithelium damage enhance expression of chemoattractants and migration of bone marrow-derived stem cells?
Context: To characterize chemoattractants expressed by the retinal pigment epithelium (RPE) after sodium iodate (NaIO3)-induced damage and to investigate whether ocular-committed stem cells preexist in the bone marrow (BM) and migrate in response to the chemoattractive signals expressed by the damaged RPE. C57/BL6 mice were treated with a single intravenous injection of NaIO3 (50 mg/kg) to create RPE damage. At different time points real-time RT-PCR, ELISA, and immunohistochemistry were used to identify chemoattractants secreted in the subretinal space. Conditioned medium from NaIO3-treated mouse RPE was used in an in vitro assay to assess chemotaxis of stem cell antigen-1 positive (Sca-1+) BM mononuclear cells (MNCs). The expression of early ocular markers (MITF, Pax-6, Six-3, Otx) in migrated cells and in MNCs isolated from granulocyte colony-stimulating factor (G-CSF) and Flt3 ligand (FL)-mobilized and nonmobilized peripheral blood (PB) was analyzed by real-time RT-PCR. mRNA for stromal cell-derived factor-1 (SDF-1), C3, hepatocyte growth factor (HGF), and leukemia inhibitory factor (LIF) was significantly increased, and higher SDF-1 and C3 protein secretion from the RPE was found after NaIO3 treatment. A higher number of BMMNCs expressing early ocular markers migrated to conditioned medium from damaged retina. There was also increased expression of early ocular markers in PBMNCs after mobilization.","Damaged RPE secretes cytokines that have been shown to serve as chemoattractants for BM-derived stem cells (BMSCs). Retina-committed stem cells appear to reside in the BM and can be mobilized into the PB by G-CSF and FL. These stem cells may have the potential to serve as an endogenous source for tissue regeneration after RPE damage.

yes",0.9531951,"NaIO3-induced RPE damage significantly enhances the expression of early ocular markers and migration of BMMNCs.

yes",0.9277194,0.9134916,3.9629428,4.2538977,88.84138956,93.3313342
"Question: Is dexmedetomidine effective for monitored anesthesia care in outpatients undergoing cataract surgery?
Context: Dexmedetomidine has a sedative analgesic property without respiratory depression. This study evaluated the efficacy of dexmedetomidine as an appropriate sedative drug for monitored anesthesia care (MAC) in outpatients undergoing cataract surgery on both eyes compared with combination of propofol and alfentanil. Thirty-one eligible patients were randomly divided into two groups on the first operation day. Dexmedetomidine was administered in group D at 0.6 µg/kg/h, and propofol and alfentanil was infused concomitantly in group P at a rate of 2 mg/kg/h and 20 µg/kg/h, respectively. Sedation was titrated at Ramsay sedation score 3. Iowa satisfaction with anesthesia scale (ISAS) of the patients was evaluated postoperatively. Systolic blood pressure (SBP), heart rate (HR), respiration rate (RR), and peripheral oxygen saturation (SpO(2)) were recorded throughout the surgery. For the second operation, the group assignments were exchanged. Postoperative ISAS was 50.3 (6.2) in group D and 42.7 (8.7) in group P, which was statistically significant (P < 0.001). SBP was significantly lower in group D compared with group P from the beginning of the operation. HR, RR, and SpO(2) were comparable between the two groups. There were 8 cases (25.8%) of hypertension in group P, and 1 case (3.2%) in group D (P < 0.05). In contrast, 1 case (3.2%) of hypotension and 1 case (3.2%) of bradycardia occurred in group D.","Compared with the combined use of propofol and alfentanil, dexmedetomidine could be used appropriately for MAC in cataract surgery with better satisfaction from the patients and a more stable cardiovascular state.

yes",0.930228,"Dexmedetomidine is an effective sedative drug for MAC in outpatients undergoing cataract surgery.

yes",0.9684334,0.91901326,2.614209,4.1052256,58.69136512,88.97153939
"Question: Does intraoperative Optical Coherence Tomography enable Noncontact Imaging During Canaloplasty?
Context: Here we describe intraoperative optical coherence tomography (iOCT) as a novel noncontact imaging tool for intraoperative monitoring and procedure evaluation during canaloplasty, as a nonpenetrating surgical technique to treat primary open angle glaucoma. Retrospective case report of a patient (63 y, female), who underwent traditional canaloplasty, using a commercially available 840 nm OCT device, mounted to an operating microscope (Rescan 700). Main outcome measures were the intraoperative visibility of chamber angle structures and the ability to conduct surveillance of the surgical procedure through the prepared Descemet window, especially correct suture positioning and visible changes of the Schlemm canal after suture tensioning. iOCT delivered high-resolution images during canaloplasty after deep sclerectomy through the prepared Descemet window. All structures of the chamber angle, including the Schlemm canal were visible. Moreover iOCT enabled intraoperative noncontact procedure monitoring and a direct control of the correct localization and changes of the Schlemm canal after suture positioning and tensioning.","iOCT seems to be a helpful intraoperative imaging tool during canaloplasty. iOCT allows for noncontact online evaluation of Schlemm canal localization and noncontact evaluation of suture tension. Shadowing of scleral tissue can be avoided by imaging through the routinely prepared Descemet window to visualize chamber angle structures including the implanted suture.

yes",0.97129816,"IOCT enables intraoperative noncontact procedure monitoring and a direct control of the correct localization and changes of the Schlemm canal after suture tensioning.

yes",0.9651498,0.95336545,2.7153833,3.116009,59.15220492,67.64278745
What are the steps involved in tracing a finite ray through an optical system in ophthalmology ?,"The steps involved in tracing a finite ray through an optical system in ophthalmology are as follows: 1. Choose an origin or starting point and a direction for the ray. 2. Locate the point of intersection of the ray with the surface using trigonometry, algebra, and knowledge of the surface position and shape. 3. Determine the angle of incidence at this surface. 4. Apply Snell's law to calculate the angle of refraction and the angle the ray makes with the optical axis. 5. Repeat the above steps for each surface the ray encounters in the optical system.",0.9325162,"Tracing a finite ray through an optical system in ophthalmology involves several steps. Firstly, the patient is asked to identify the ray, which is located in the center of the optical system. Next, they are instructed to look for the ray. This step is followed by a series of steps. The patient is then asked to look at the ray in different directions, including the direction of the ray and the position of the rays. The ray is then examined by an ophthalmologist, who can assess the patient's visual acuity and determine the extent of refractive error. Finally, the ray is examined by a slit lamp, which provides a detailed view of the refractive errors. It is important to note that these steps can vary depending on the specific optical system and the individual patient's condition.",0.9637953,0.93205994,2.796079,3.8940752,60.95597326,85.41181332
"Is it safe to get hepatitis A and B vaccination when you have viral pink eye? Isn't that a sign of a compromised immune system? If viral pink eye has lasted almost twenty days, but is getting a bit better, should I return to the eye doctor?","It seems that you have gone to an eye doctor for the initial diagnosis of viral pink eye (which we call conjunctivitis). Yours seems to be a rather lengthy case lasting 20 days or so. While the virus did invade your eye which indicates a locally compromised immune system, this is in the eye only. There is no interaction with this and your general immune system, so taking hep A and B immunization should not be a problem and your immunity levels for the hepatitis virus should develop in the normal way. If the symptoms you are experiencing in your eye are lasting longer than twenty days, a revisit with your ophthalmologist would be recommended as this is in excess of the usual length of time for this condition.",0.971858,"It is safe to get hepatitis A and B vaccination when you have viral pink eye. However, it is important to consult an ophthalmologist for a comprehensive evaluation of the patient's condition.",0.94621253,0.9484253,3.4693437,3.4085453,76.22348821,76.41442934
What is the potential effect of flavonoids on mitochondrial respiration and reactive oxygen species generation in ophthalmology ?,"Flavonoids have been studied for their potential effects on mitochondrial respiration and generation of reactive oxygen species. Research suggests that selective flavonoids can inhibit mitochondrial respiration and the cyanide-stimulated production of reactive oxygen species, which could have implications in ophthalmology. It is important to note that further investigation and clinical studies are needed to fully understand the impact of flavonoids on mitochondrial function and oxidative stress in the context of ocular health.",0.96779597,"The potential effect of flavonoids on mitochondrial respiration and reactive oxygen species generation in ophthalmology has been investigated. Studies have shown that flavonoid-containing compounds, such as flavonol, have been found to have a positive effect on mitochondria, which play a crucial role in mitochondrial metabolism and oxidative stress. These compounds have been shown to be effective in inhibiting oxidative stress and reducing oxidative stress in the mitochondria. Additionally, flavononoids have been associated with a reduction in oxidative stress, which can lead to mitochondrial dysfunction. These findings highlight the importance of antioxidants in the maintenance of mitochondrial function and mitochondrial metabolism. It is important for ophthalmologists to be aware of these potential effects when considering the potential benefits and risks associated with these compounds.",0.9855328,0.95641005,1.7898586,3.1245215,39.25283983,68.91162404
"Question: Sea - Fan retina is a feature of
Options:
A. CRAO
B. CRVO
C. Sickle cell retinopathy
D. Chloroquine retinopathy
"," Sickle cell disease - Sea - Fan retina.

OPTION C IS CORRECT.",0.90527505," Ans. is 'd' i.e., Chloroquine retinopathy

OPTION A IS CORRECT.",0.9107398,0.9235493,4.5803633,4.202828,100.4219949,94.17325689
"Question: A 33-year-old woman comes to the physician because of vision impairment in her right eye for the past 2 weeks. During this period, she was unable to distinguish colors with her right eye. She also reports pain with eye movement. She has no double vision. She occasionally has headaches that are relieved by ibuprofen. One year ago, she had a similar episode that affected her left eye and resolved spontaneously. She has no history of serious illness. She works at a library and enjoys reading, even in poor lighting conditions. Her vital signs are within normal limits. The pupils are equal, round, and reactive to light and accommodation. Without correction, visual acuity is 20/50 in the left eye, and 20/100 in the right eye. With spectacles, the visual acuity is 20/20 in the left eye and 20/100 in the right eye. Slit lamp examination shows no abnormalities. A CT scan of the head shows no abnormalities. Which of the following is the most likely diagnosis?
Options:
A. Retinal detachment
B. Narrow-angle glaucoma
C. Macular degeneration
D. Optic neuritis
""
",OPTION D IS CORRECT.,0.74181837,OPTION C IS CORRECT.,0.9736479,0.73450553,2.5911324,7.8778715,57.12093845,174.718686
What is the recommended approach to contact lens fitting in patients with corneal scars caused by perforating corneal injuries ?,"When managing patients with corneal scars resulting from perforating corneal injuries, fitting contact lenses can be challenging. However, using reverse-geometry rigid gas permeable (RGP) contact lenses with large diameters can be a beneficial alternative in such cases. This type of fitting may require less time and fewer visits compared to standard or aspheric RGP contact lenses. Computer-aided fitting techniques may have limited value in cases with irregular corneal surfaces. In general, contact lens management can offer improved visual acuity for patients with astigmatism, particularly in cases of irregular astigmatism. While soft or RGP toric contact lenses can correct regular astigmatism, irregular astigmatism is better corrected using RGP lenses tailored to the corneal topography. The tear lens effect achieved with RGP lenses allows for optimal correction of both regular and irregular astigmatism, resulting in enhanced visual acuity. Therefore, when managing patients with astigmatism, it is essential to consider contact lens fitting as a treatment option alongside spectacles and refractive procedures. RGP contact lenses, especially reverse-geometry designs with larger diameters, can play a significant role in improving visual outcomes for patients with corneal scars caused by perforating corneal injuries.",0.9464649,"The recommended approach to contact lens fitting in patients with corneal scars caused by perforating keratitis involves the following steps: 1. Preoperative evaluation: Perform a thorough eye examination to assess the extent of the scar and determine the most appropriate approach. 2. Patient selection: Consider the patient's medical history, including any previous trauma or trauma to the cornea. 3. Assess the extent and characteristics of the scars. 4. Patient Selection: Consider selecting the most suitable contact lens for each individual case. It is important to note that the choice of contact lens should be individualized based on the individual patient's specific condition and the specific needs of the lesion. 5. Selection of the appropriate lens material: Determine the best fit for each case based on factors such as the severity of the injury, the individual's overall health, and the individual needs of each case. 6. Selection and Selection: Evaluate the individual case's specific needs and preferences based on their individual needs. Specialized contact lenses may be recommended for specific cases, such as cases where the scar is more severe or if there is a significant risk of complications such as infection or infection. 7. Evaluation of the Corneal Damage Assessment: Conduct a comprehensive evaluation of the corne",0.94911224,0.92275,3.250294,4.064939,72.42378084,88.9785046
Question: What is the relation between Haema and Subconjunctival autologous blood injection (procedure) ?,Subconjunctival autologous blood injection (procedure) has direct substance: Haema,0.9600711,Subconjunctival autologous blood injection (procedure) has procedure site: Haema,0.9823631,0.96053684,2.0084608,2.985279,44.70744585,67.00019941
"Question: Does simulation and Web-based learning increase utilization of Bier block for forearm fracture reduction in the pediatric emergency department?
Context: Bier block (BB) is a safe and effective alternative to procedural sedation for analgesia during forearm fracture reductions, yet remains infrequently used in the pediatric emergency department (PED). No standardized methods of BB training have previously been described. The objective of this study was to determine whether a multimodal instructional course increases comfort with BB and translates to increased use of this technique. A novel interdisciplinary simulation and Web-based training course was developed to teach the use of BB for forearm fracture reduction at a tertiary PED. Participants were surveyed pre-/post-training, and at 2 and 6 months regarding their comfort with BB. In parallel, we prospectively assessed the clinical use of BB for children ages 6 to 18 years requiring closed reduction of forearm fractures during the 24-month post-course period. Course participation included 26 physicians and 12 nurses. Survey response rate was 100%. Course participation increased both comfort (10% pre-training v. 89% post-training, p<0.001) and the willingness to use BB (51% pre-training v. 95% post-training, p<0.001), an effect sustained at 6 months post-course (66% and 92%, respectively, p<0.001 for both). In clinical practice, there were no BBs performed prior to course administration. We observed a consistent and sustained increase in clinical use among the BB-trained physicians, with 37% of all forearm reductions performed using BB at 24 months post-course completion.","A novel combined simulation and Web-based training course increased comfort and willingness to use BB and was associated with increased use of this technique for forearm fracture reduction in the PED.

yes",0.94055176,"Our results suggest that BB is a safe and effective alternative to procedural sedation for analgesia during forearm fracture reduction in the tertiary PED.

yes",0.95434994,0.92634726,3.2054198,3.9723544,70.49502756,85.99035068
How does strabismus in monkeys affect their social interactions and maternal behavior ?,"Strabismic monkeys do not experience social interaction problems or bullying from other monkeys due to their condition. Monkeys are dominance-oriented animals, and lower dominance animals are often subject to bullying regardless of their appearance. However, it was observed that most naturally strabismic monkeys were rejected by their mothers and ended up in the nursery. This suggests that their mothers may have recognized something unusual about them, even though these mothers were not known to reject their offspring typically. Therefore, while strabismic monkeys do not face social disadvantages within the colony, they may experience unique challenges in terms of maternal care and bonding.",0.94518924,"Strabismus in monkeys can have a significant impact on their social interactions and maternal behavior. Studies have shown that monkeys exhibit a high degree of social interaction, which can be influenced by the presence of strabismuses. These findings suggest that monkeys may exhibit a higher level of social interactions compared to other primates. However, it is important to note that these findings do not directly relate to social interactions or maternal behavior in monkeys.",0.96661913,0.93997836,2.6883795,3.619718,59.63011529,80.99324302
"What are the types of color blindness, and how can an ophthalmologist diagnose and manage these conditions ?","Color blindness, also known as color vision deficiency, encompasses various types. The most common forms include red-green color blindness, which can be further categorized into protanopia (lack of red cones), deuteranopia (lack of green cones), and protanomaly/deuteranomaly (reduced sensitivity to red/green). Another type is blue-yellow color blindness, known as tritanopia/tritanomaly, which affects the blue cone cells. Additionally, a complete absence of color vision, known as achromatopsia, is rare. To diagnose color blindness, ophthalmologists employ several tests, such as the Ishihara Color Test, Farnsworth-Munsell 100 Hue Test, or the Panel D-15 Test. These tests help identify specific color vision deficiencies and determine their severity. Patients may also undergo genetic testing to identify the underlying cause of color blindness. Although there is no cure for color blindness, ophthalmologists can offer support and management strategies. Educating patients about their condition and its impact on daily life is essential. Certain assistive technologies, like color-correcting glasses or filters, may be recommended to enhance color perception. Ophthalmologists can also provide guidance on coping mechanisms and suggest appropriate career choices that do not heavily rely on color discrimination. It is important for ophthalmologists to approach color blindness with empathy and understanding, acknowledging the challenges it may pose for individuals. By working together with patients, ophthalmologists can help them navigate and adapt to their color vision deficiency, improving their overall quality of life.",0.9262275,"Color blindness, also known as color vision deficiency, encompasses various types. The most common type is red-green color blindness, which can be further classified into two types: blue-yellow color blindness and complete color blindness. To diagnose and manage these conditions, an ophthalmologist can employ various tests, such as the Ishihara color plates, Farnsworth-Munsell 100 hue test, or the Farnsworth D-15 test. These tests help identify the specific type and severity of color blindness in individuals with these conditions. Additionally, ophthalmic professionals can employ specialized color vision tests to assess the patient's ability to distinguish certain colors accurately. These diagnostic tests help individuals with color blindness understand their specific needs and provide appropriate support and guidance.",0.98686224,0.93693584,1.6589401,3.7373183,36.2613549,82.5415821
What are the clinical signs and symptoms of megalocornea ?,"Megalocornea is characterized by a larger than normal cornea, with a visible horizontal iris diameter of 13 mm or more. Patients with megalocornea often have a high refractive error, particularly astigmatism. Additionally, they may experience iridodonesis, which is a tremulous and unstable iris. It is important to monitor intraocular pressure (IOP) in patients with megalocornea, as the risk of elevated IOP is increased. Increased IOP can occur congenitally or at any age, so regular IOP monitoring every 3 to 6 months is recommended for patients younger than 5 to 6 years, and annually thereafter for a lifetime.",0.90479314,"Megalocornea is a rare eye condition characterized by the presence of small, white, or irregular structures in the cornea. It can present with various clinical signs and symptoms. These may include blurred vision, redness, and floaters. Patients may also experience blurred or distorted vision. It is important for ophthalmologists to assess the patient's visual acuity and perform a comprehensive eye examination to determine the underlying cause of the condition.",0.96226835,0.91154486,2.8571274,4.3951106,64.61301875,98.25478104
Is there any evidence of functional recovery after extrastriate cortical lesions in ophthalmology ?,"Partial or complete recovery of visual function following localized cortical damage has been observed in some cases. This recovery is thought to be mediated by the assumption of processing by other cortical areas. Behavioral training within the lesioned portion of the visual field appears to be a necessary condition for recovery. However, the mechanisms underlying this recovery are not well understood, and ongoing efforts are being made to elucidate its histochemical and anatomical basis.",0.9370402,"There is no evidence of functional recovery after extrastriate cortical lesions in ophthalmology. However, it is important to note that there is evidence of a functional recovery in these lesions.",0.94910216,0.9568075,3.3315408,3.0594847,73.4062921,67.60813453
What is the management strategy for iris prolapse during cataract surgery in uveitic eyes ?,"The management strategy for iris prolapse during cataract surgery in uveitic eyes involves several techniques. To prevent iris prolapse, it is important to create incisions that are sufficiently anterior in the cornea, especially in uveitic eyes with an atrophic iris. In cases of simple prolapse, the iris can be repositioned using a viscoelastic substance and an iris repositor. Excess viscoelastic substance may need to be removed to prevent further aggravation. However, in difficult cases, iris hooks can be applied on each side of the primary incision, which has been found to be the most effective method. Alternatively, an iridotomy at the base of the iris may not be effective in preventing further iris trauma.",0.9455471,"The management strategy for iris prolapse during cataract surgery in uveitic eyes depends on the severity of the condition and the patient's overall health. In cases where the iris is not well-tolerated, surgical intervention may be necessary. It is important to consult with an ophthalmologist or an oculoplastic surgeon to determine the most appropriate management approach.",0.9661399,0.94754195,2.7089925,3.3907456,59.14611964,75.39916458
"Question: Does a Novel Insertion Variant of CRYGD be Associated with Congenital Nuclear Cataract in a Chinese Family?
Context: To investigate a novel insertion variant of CRYGD identified in a Chinese family with nuclear congenital cataract. A Chinese family with congenital nuclear cataract was recruited for the mutational screening of candidate genes by direct sequencing. Recombinant N-terminal Myc tagged wildtype or mutant CRYGD was expressed in HEK293T cells. The expression pattern, protein solubility and subcellular distribution were analyzed by western blotting and immunofluorescence. A novel insertion variant, c.451_452insGACT, in CRYGD was identified in the patients. It causes a frameshift and a premature termination of the polypeptide to become Y151*. A significantly reduced solubility was observed for this mutant. Unlike wildtype CRYGD, which existed mainly in the cytoplasm, Y151* was mis-located in the nucleus.","We have identified a novel mutation, c.451_452insGACT, in CRYGD, which is associated with nuclear cataract. This is the first insertion mutation of CRYGD found to cause autosomal dominant congenital cataract. The mutant protein, with loss of solubility and localization to the nucleus, is hypothesized to be the major cause of cataract in these patients.

yes",0.9693731,"This novel insertion variant of CRYGD is associated with Congenital nuclear cataract in a Chinese family.

yes",0.94913524,0.9466274,3.3461273,3.4100692,73.75595351,73.58357414
"Question: Does ocular pharmacokinetics of carnosine 5 % eye drop following topical application in rabbit?
Context: To evaluated the ocular pharmacokinetics of carnosine (CAR, a biologically active dipeptide which occurs naturally throughout the human body) 5% eye drops following topical application. CAR 5% eye drops were topically applied repeatedly (50 μL × 4) at an interval of 5 min. Aqueous humor and lens were collected after 5, 15, 30, 45, 60, 90, 120, 150, and 180 min. CAR concentration was determined by high performance liquid chromatography-tandem quadrupole mass spectrometer (HPLC-MS/MS). CAR concentration in treated eyes was significantly higher than control eyes. Peak concentration (C(max)) of carnosine in treated aqueous humor occurred 60 min following topical administration, with the administrated concentration (total-endogenous concentration) of 40.9 ± 18.9 μg/mL. The area under the concentration-time curve between 0 and 180 min (AUC(0-180)) was 3,276.8 (μg/mL) × min. CAR concentration in treated lens rises to effective level rapidly and changes slightly with time after topical administration. The administrated concentration of car in lens at the last time point (180 min, 1.92 ± 1.65 μg/mL) was not significantly different with the highest value (15 min, 2.11 ± 1.83 μg/mL).","CAR 5% eye drops were likely to be absorbed into aqueous humor efficiently and accumulated in lens. More attention should be put onto enhancing the penetration of CAR into lens capsule.

yes",0.9174815,"CAR 5% eye drops are effective in treating aqueous humor and lens.

yes",0.92717606,0.8818662,4.050016,5.043765,89.2399163,109.1033711
"Question: A 68-year-old man comes to the physician because of double vision and unilateral right eye pain that began this morning. His vision improves when he covers either eye. He has hypertension, mild cognitive impairment, and type 2 diabetes mellitus. The patient has smoked two packs of cigarettes daily for 40 years. His current medications include lisinopril, donepezil, metformin, and insulin with meals. His temperature is 37°C (98.6°F), pulse is 85/minute, respirations are 12/minute, and blood pressure is 132/75 mm Hg. His right eye is abducted and depressed with slight intorsion. He can only minimally adduct the right eye. Visual acuity is 20/20 in both eyes. Extraocular movements of the left eye are normal. An MRI of the head shows no abnormalities. His fingerstick blood glucose concentration is 325 mg/dL. Further evaluation is most likely to show which of the following?
Options:
A. Ptosis
B. Dilated and fixed pupil
C. Miosis and anhidrosis
D. Positive swinging-flashlight test
""
",OPTION A IS CORRECT.,0.76475704,OPTION B IS CORRECT.,0.96885854,0.7630005,2.818083,7.420874,62.38021081,163.8282006
"Question: A previously healthy 2-year-old girl is brought to the physician because of a 1-week history of yellow discoloration of her skin, loss of appetite, and 3 episodes of vomiting. Her parents also report darkening of her urine and light stools. During the last 2 days, the girl has been scratching her abdomen and arms and has been crying excessively. She was born at 38 weeks' gestation after an uncomplicated pregnancy and delivery. Her family emigrated from Japan 8 years ago. Immunizations are up-to-date. Her vital signs are within normal limits. Examination shows jaundice of her skin and sclerae. Abdominal examination shows a mass in the right upper abdomen. Serum studies show:
Bilirubin (total) 5 mg/dL
Direct 4.2 mg/dL
Aspartate aminotransferase (AST) 20 U/L
Alanine aminotransferase (ALT) 40 U/L
γ-Glutamyltransferase (GGT) 110 U/L
Abdominal ultrasonography shows dilation of the gall bladder and a fusiform dilation of the extrahepatic bile duct. Which of the following is the most likely diagnosis?""
Options:
A. Biliary cyst
B. Biliary atresia
C. Hepatic abscess
D. Pancreatic pseudocyst
",OPTION A IS CORRECT.,0.7565783,OPTION B IS CORRECT.,0.96885854,0.75805944,2.818083,7.467845,62.38021081,164.2890379
"Question: A 63-year-old woman comes to the emergency department because of a 1-day history of progressive blurring and darkening of her vision in the right eye. Upon waking up in the morning, she suddenly started seeing multiple dark streaks. She has migraines and type 2 diabetes mellitus diagnosed at her last health maintenance examination 20 years ago. She has smoked one pack of cigarettes daily for 40 years. Her only medication is sumatriptan. Her vitals are within normal limits. Ophthalmologic examination shows visual acuity of 20/40 in the left eye and 20/100 in the right eye. The fundus is obscured and difficult to visualize on fundoscopic examination of the right eye. The red reflex is diminished on the right. Which of the following is the most likely diagnosis?
Options:
A. Central retinal vein occlusion
B. Central retinal artery occlusion
C. Cataract
D. Vitreous hemorrhage
","
Option A: Central retinal vein occlusion:
Central retinal vein occlusion occurs when there is a blockage of the central retinal vein that leads to impaired venous blood drainage from the retina. This can result in sudden painless visual loss, typically described as a curtain descending over the visual field or sudden blurry vision. However, the fundoscopic examination finding of an obscured fundus and difficult visualization is not consistent with central retinal vein occlusion. Therefore, this is not the most likely diagnosis for this patient's symptoms.

Option B: Central retinal artery occlusion:
Central retinal artery occlusion occurs when there is a blockage of the central retinal artery, leading to sudden complete loss of vision in the affected eye. This is usually painless and may be associated with a cherry-red spot on fundoscopic examination. Although the patient presents with sudden visual loss, the fundoscopic examination finding of an obscured fundus and diminished red reflex is not consistent with central retinal artery occlusion. Therefore, this is not the most likely diagnosis for this patient's symptoms.

Option C: Cataract:
Cataracts are a common cause of visual impairment, especially in the elderly population. However, cataracts typically develop gradually over time, leading to progressive blurring of vision, not sudden onset as described in this patient. Additionally, the fundoscopic examination findings of an obscured fundus and diminished red reflex are not consistent with cataract. Therefore, this is not the most likely diagnosis for this patient's symptoms.

Option D: Vitreous hemorrhage:
A vitreous hemorrhage occurs when blood leaks into the vitreous humor, the gel-like substance that fills the posterior cavity of the eye. Patients may describe sudden onset of visual symptoms, such as floating spots or a decrease in visual acuity. The fundoscopic examination findings of an obscured fundus and diminished red reflex are consistent with vitreous hemorrhage due to the presence of blood blocking the view of the retina. Given the patient's symptoms and the fundoscopic examination findings, vitreous hemorrhage is the most likely diagnosis in this case.
OPTION D IS CORRECT.",0.96418154,OPTION C IS CORRECT.,0.70968306,0.736641,8.192092,7.827098,181.1611986,172.5848948
What are the indications for performing penetrating keratoplasty ?,"Penetrating keratoplasty is indicated for corneal diseases that affect the full thickness of the corneal stroma, such as corneal scars, dystrophy, or degeneration. It is also indicated for protrusion anomalies like keratoconus or keratoglobus, with or without central corneal opacification. Additionally, emergency keratoplasty may be performed to treat a perforated or non-healing corneal ulcer in order to remove the perforation site and save the eye.",0.91303724,"Intraocular keratoplasty is a surgical procedure used in the treatment of keratoconjunctivitis. It involves the removal of the corneal epithelium, which is the outermost layer of the eye. It is commonly performed in cases where the cornea is not properly aligned, such as in cases of anterior synechiae. This procedure is particularly useful for patients who have undergone keratotomy surgery, as it allows for better visualization of the anterior chamber and reduces the risk of complications associated with the procedure.",0.9694241,0.90666276,2.5835607,4.5648637,56.77749091,100.7190296
